"","X","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1158",1,"SWL","2016-06-30",NA,NA,NA,NA,NA,139650,64,64,9.25,1.25,-7.02,-0.09015625
"1159",1,"SWM","2016-06-30",NA,NA,NA,NA,NA,1116600,2063.29,1252.54,810.75,184.29,-120.85,0.0307470108419078
"1160",1,"SXA","2015-06-30",NA,NA,"Energy","Oil & Gas E&P",NA,3040,8.29,8.29,NA,-18.45,NA,NA
"1161",1,"SXE","2016-06-30",NA,NA,"Industrials","Engineering & Construction",NA,164540,87.68,87.68,NA,5.05,-6.41,-0.0155109489051095
"1162",1,"SXI","2014-06-30",NA,NA,NA,NA,NA,0,-4.07,-10.25,5.81,-12.01,0,2.95085995085995
"1163",1,"SXL","2016-06-30",NA,NA,"Consumer Cyclical","Media - Diversified",NA,1213840,1449.41,980.15,469.82,77.24,-33.68,0.030053608019815
"1164",1,"SXX","2015-06-30",NA,NA,NA,NA,NA,5580,5.92,5.81,0.11,0.32,0,0.0540540540540541
"1165",1,"SXY","2016-06-30",NA,NA,"Energy","Oil & Gas E&P",NA,270880,372.03,369.65,2.39,-33.2,0,-0.0892401150444857
"1166",1,"SYD","2015-12-31",NA,NA,"Industrials","Airports & Air Services",NA,15515080,9500.5,1315,8181.1,283,-470.7,-0.0197568549023736
"1167",1,"SYR","2015-12-31",NA,NA,NA,NA,NA,953650,253.17,253.17,NA,-3.26,0,-0.0128767231504523
"1168",1,"SYS","2015-06-30",NA,NA,NA,NA,NA,2330,-0.02,-0.77,0.75,-0.41,0,20.5
"1169",1,"SYT","2016-06-30",NA,NA,NA,NA,NA,30820,2.24,2.24,NA,-0.66,0,-0.294642857142857
"1170",1,"SZG","2015-06-30",NA,NA,"Industrials","Engineering & Construction",NA,0,-11.4,-32.91,26.23,-29.4,0,2.57894736842105
"1171",1,"T3D","2016-06-30",NA,NA,"Industrials","Diversified Industrials",NA,1790,-0.03,-0.23,0.2,-0.46,0,15.3333333333333
"1172",1,"TAG","2016-06-30",NA,NA,NA,NA,NA,5460,16.74,12.43,5.09,-1.09,-0.03,-0.0669056152927121
"1173",1,"TAM","2015-06-30",NA,NA,"Basic Materials","Gold",NA,97530,18.33,7.1,11.23,-6.61,0,-0.360611020185488
"1174",1,"TAP","2015-12-31",NA,NA,"Energy","Oil & Gas E&P",NA,25200,126.16,76.7,49.46,-74.54,0,-0.590837032339886
"1175",1,"TAU","2016-06-30",NA,NA,"Industrials","Business Services",NA,5130,9.09,9.04,0.05,-0.28,0,-0.0308030803080308
"1176",1,"TAW","2015-12-31",NA,NA,NA,NA,NA,720,0.59,0.59,NA,-9.4,0,-15.9322033898305
"1177",1,"TBH","2015-06-30",NA,NA,NA,NA,NA,14960,11.9,11.7,0.21,0,0,0
"1178",1,"TBR","2015-06-30",NA,NA,"Basic Materials","Gold",NA,327190,123.44,152.16,NA,4.67,0,0.0378321451717434
"1179",1,"TCL","2016-06-30",NA,NA,"Industrials","Infrastructure Operations",NA,22010110,17908,6458,12873,99,-744,-0.0360174223810587
"1180",1,"TCN","2016-06-30",NA,NA,"Technology","Information Technology Services",NA,15200,16.34,16.34,NA,1,-1.1,-0.00611995104039168
"1181",1,"TCO","2016-06-30",NA,NA,"Consumer Cyclical","Lodging",NA,12980,43.65,20.21,23.44,0.9,-0.67,0.00526918671248568
"1182",1,"TDL","2015-06-30",NA,NA,"Healthcare","Diagnostics & Research",NA,12720,3.46,3.46,NA,-4.68,NA,NA
"1183",1,"TDO","2016-06-30",NA,NA,"Energy","Oil & Gas E&P",NA,7600,13,13,NA,-10.29,0,-0.791538461538462
"1184",1,"TEN","2015-08-31",NA,NA,NA,NA,NA,347160,565.65,411.49,154.9,-312.25,-4.67,-0.560275788915407
"1185",1,"TEX","2015-06-30",NA,NA,"Energy","Oil & Gas E&P",NA,1060,5.93,-2.05,7.98,-25.98,0,-4.38111298482293
"1186",1,"TFC","2016-06-30",NA,NA,NA,NA,NA,505930,755.03,747.22,14.05,90.14,-7.54,0.109399626504907
"1187",1,"TFL","2015-12-31",NA,NA,"Industrials","Business Services",NA,23010,5.55,5.55,NA,-4.2,-15.71,-3.58738738738739
"1188",1,"TGA","2016-03-31",NA,NA,"Industrials","Rental & Leasing Services",NA,228300,395.41,197.53,197.87,20.06,-12.21,0.0198528110062973
"1189",1,"TGN","2016-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,11830,3.75,2.75,1,-1.56,0,-0.416
"1190",1,"TGP","2016-06-30",NA,NA,NA,NA,NA,210640,383.54,244.74,218.1,24.07,-21.32,0.00717004745267769
"1191",1,"TGS","2015-12-31",NA,NA,"Basic Materials","Copper",NA,26540,416.07,212.26,212.7,-23.96,0,-0.0575864638161848
"1192",1,"TGZ","2015-12-31",NA,NA,"Basic Materials","Gold",NA,471880,482.33,478.27,13.45,-50.54,NA,NA
"1193",1,"THD","2016-06-30",NA,NA,"Technology","Software - Application",NA,8810,-3.14,2.91,0.02,-28.12,0,8.95541401273885
"1194",1,"THR","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,2770,10.04,9.32,0.72,-0.92,NA,NA
"1195",1,"TIA","2016-06-30",NA,NA,"Real Estate","Real Estate - General",NA,55050,123.2,123.2,NA,4.79,0,0.0388798701298701
"1196",1,"TIG","2015-12-31",NA,NA,NA,NA,NA,51910,36.23,8.98,4.02,-86.17,0,-2.37841567761524
"1197",1,"TIX","2016-06-30",NA,NA,"Financial Services","Asset Management",NA,535660,891.8,501.6,390.2,49.79,-42.37,0.00832025117739404
"1198",1,"TKF","2016-06-30",NA,NA,NA,NA,NA,1410,3.25,3.25,NA,-4.42,0,-1.36
"1199",1,"TKG","2013-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,0,4.48,-0.09,3.61,-7.12,0,-1.58928571428571
"1200",1,"TKL","2015-06-30",NA,NA,"Basic Materials","Gold",NA,2500,0.15,0.15,NA,-0.81,0,-5.4
"1201",1,"TLG","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,39520,6.61,6.61,NA,-5.85,NA,NA
"1202",1,"TLM","2015-06-30",NA,NA,"Basic Materials","Gold",NA,48670,39.58,39.58,NA,-6.94,0,-0.175341081354219
"1203",1,"TLS","2016-06-30",NA,NA,"Communication Services","Telecom Services",NA,63267370,32786,15907,17302,5780,-3787,0.0607881412798146
"1204",1,"TMK","2015-06-30",NA,NA,NA,NA,NA,2830,5.66,5.66,NA,-1.7,0,-0.300353356890459
"1205",1,"TML","2016-06-30",NA,NA,NA,NA,NA,4110,8.74,5.15,3.59,-4.88,0,-0.558352402745995
"1206",1,"TMM","2015-12-31",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,24640,55.41,55.41,NA,6.21,-0.55,0.102147626782169
"1207",1,"TMP","2016-06-30",NA,NA,"Consumer Cyclical","Marketing Services",NA,17090,8.04,8.04,NA,-3.65,0,-0.453980099502488
"1208",1,"TMX","2015-06-30",NA,NA,"Basic Materials","Gold",NA,3140,1.13,1.13,NA,-4.94,0,-4.3716814159292
"1209",1,"TNG","2016-06-30",NA,NA,"Basic Materials","Gold",NA,96000,30.99,30.99,NA,-7.14,0,-0.230396902226525
"1210",1,"TNK","2015-12-31",NA,NA,NA,NA,NA,79530,22.65,14.87,7.79,0,0,0
"1211",1,"TNP","2016-03-31",NA,NA,"Energy","Oil & Gas E&P",NA,12200,7.2,8.02,NA,-1.62,0,-0.225
"1212",1,"TNR","2015-12-31",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,10190,8.61,8.23,0.39,-1.38,0,-0.160278745644599
"1213",1,"TOF","2016-06-30",NA,NA,NA,NA,NA,164880,204.25,164.81,39.45,20.44,-12.46,0.0390697674418605
"1214",1,"TOM","2016-06-30",NA,NA,NA,NA,NA,4020,2.04,-2.01,4.05,-4.59,0,-2.25
"1215",1,"TON","2015-12-31",NA,NA,NA,NA,NA,21670,30.19,30.19,NA,-12.75,0,-0.422325273269294
"1216",1,"TOP","2016-06-30",NA,NA,"Real Estate","Real Estate Services",NA,111530,110.43,103.01,7.41,16.64,-1.28,0.139092637870144
"1217",1,"TOT","2016-06-30",NA,NA,NA,NA,NA,84040,40.8,40.8,NA,5.9,-3.78,0.0519607843137255
"1218",1,"TOU","2016-06-30",NA,NA,"Energy","Oil & Gas E&P",NA,40570,48.2,48.2,NA,-3.07,NA,NA
"1219",1,"TOX","2016-06-30",NA,NA,NA,NA,NA,323680,398.96,276.36,133.85,12.61,-11.29,0.003308602366152
"1220",1,"TPC","2016-06-30",NA,NA,NA,NA,NA,6080,3.97,2.23,1.75,-2.54,0,-0.639798488664987
"1221",1,"TPD","2015-12-31",NA,NA,"Energy","Oil & Gas E&P",NA,2390,0.72,0.72,NA,-2.27,0,-3.15277777777778
"1222",1,"TPE","2015-12-31",NA,NA,NA,NA,NA,147240,26.49,20.63,14.02,-25.9,0,-0.977727444318611
"1223",1,"TPM","2016-07-31",NA,NA,NA,NA,NA,7500800,3124.5,1779.2,1377.5,379.6,-108.4,0.0867978876620259
"1224",1,"TPO","2015-12-31",NA,NA,NA,NA,NA,21170,6.04,2.91,3.14,-1.65,0,-0.27317880794702
"1225",1,"TPP","2015-12-31",NA,NA,NA,NA,NA,49840,14.48,13.94,0.53,6.74,0,0.465469613259669
"1226",1,"TPR","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,4000,0.96,0.96,NA,0.64,-2.7,-2.14583333333333
"1227",1,"TPW","2016-06-30",NA,NA,NA,NA,NA,11240,16.38,16.38,NA,-44.42,0,-2.71184371184371
"1228",1,"TRL","2015-06-30",NA,NA,NA,NA,NA,24010,2.5,2.5,NA,-0.59,0,-0.236
"1229",1,"TRM","2015-06-30",NA,NA,NA,NA,NA,3210,7.05,6.8,0.25,-0.24,0,-0.0340425531914894
"1230",1,"TRS","2016-06-30",NA,NA,"Consumer Defensive","Discount Stores",NA,312730,147.34,135.34,12,17.1,-11.11,0.0406542690376001
"1231",1,"TRY","2014-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,64390,237.45,196.32,40.82,-59.07,-0.05,-0.248978732364708
"1232",1,"TSM","2016-06-30",NA,NA,"Financial Services","Credit Services",NA,32970,38.25,32.17,6.08,0.62,-4.31,-0.0964705882352941
"1233",1,"TSN","2016-03-31",NA,NA,"Industrials","Business Services",NA,43180,11.56,11.56,NA,-0.99,0,-0.0856401384083045
"1234",1,"TSV","2015-06-30",NA,NA,NA,NA,NA,21240,59.74,61.1,1.34,-8.67,0,-0.145128891864747
"1235",1,"TTA","2016-03-31",NA,NA,"Technology","Electronics Distribution",NA,3990,14.05,12.53,1.52,0.07,0,0.00498220640569395
"1236",1,"TTC","2015-12-31",NA,NA,NA,NA,NA,63780,46.61,46.53,0.09,16.87,-3.75,0.281484659944218
"1237",1,"TTI","2016-06-30",NA,NA,NA,NA,NA,9640,31.34,7.09,24.62,-22.25,0,-0.709955328653478
"1238",1,"TTL","2016-06-30",NA,NA,NA,NA,NA,2980,2.95,2.95,NA,-1,0,-0.338983050847458
"1239",1,"TTS","2016-06-30",NA,NA,"Consumer Cyclical","Gambling",NA,5458870,4096.45,2972.73,1123.72,233.79,-237.42,-0.000886133115258332
"1240",1,"TTW","2016-06-30",NA,NA,NA,NA,NA,3140,5.89,5.89,NA,-0.17,0,-0.0288624787775891
"1241",1,"TUP","2016-03-31",NA,NA,"Technology","Software - Infrastructure",NA,47190,2.72,1.35,1.3,-3.82,0,-1.40441176470588
"1242",1,"TV2","2016-06-30",NA,NA,NA,NA,NA,17590,2.63,2.63,NA,-23.07,0,-8.77186311787072
"1243",1,"TWD","2016-06-30",NA,NA,NA,NA,NA,90740,10.17,10.64,NA,8.05,-6.39,0.16322517207473
"1244",1,"TWE","2016-06-30",NA,NA,NA,NA,NA,7800700,4263,3635.1,630.6,179.4,-111.2,0.0159981233872859
"1245",1,"TWH","2016-06-30",NA,NA,"Consumer Defensive","Beverages - Wineries & Distilleries",NA,4630,0.32,0.32,NA,-0.65,0,-2.03125
"1246",1,"TYK",NA,NA,NA,NA,NA,NA,2840,0.46,0.46,NA,-3.68,0,-8
"1247",1,"TZL","2016-06-30",NA,NA,"Technology","Software - Application",NA,34030,13.9,13.9,NA,-7.03,0,-0.505755395683453
"1248",1,"TZN","2015-12-31",NA,NA,NA,NA,NA,179530,43.21,49.55,7.95,-6.09,0,-0.140939597315436
"1249",1,"UBI","2015-12-31",NA,NA,"Healthcare","Medical Devices",NA,51010,33.45,13.26,20.19,-6.58,NA,NA
"1250",1,"UBN","2016-06-30",NA,NA,NA,NA,NA,96630,49.52,49.52,NA,-9.29,0,-0.187600969305331
"1251",1,"UCW","2016-06-30",NA,NA,"Consumer Cyclical","Apparel Manufacturing",NA,9050,3.86,3.86,NA,-9.34,0,-2.41968911917098
"1252",1,"UEQ","2015-06-30",NA,NA,NA,NA,NA,2280,20.18,20.18,NA,-0.9,0,-0.0445986124876115
"1253",1,"UGL","2016-06-30",NA,NA,"Industrials","Engineering & Construction",NA,372800,475.55,330.77,153.58,-106.27,-6.38,-0.23688360845337
"1254",1,"UIL","2016-06-30",NA,NA,NA,NA,NA,5400,5.19,5.19,NA,-1,0,-0.192678227360308
"1255",1,"UNS","2015-06-30",NA,NA,"Healthcare","Medical Instruments & Supplies",NA,3700,62.52,-17.91,80.44,-90.85,NA,NA
"1256",1,"UOS","2015-12-31",NA,NA,"Real Estate","Real Estate Services",NA,749640,1169.43,1483.45,189.84,118.27,-33.04,0.0728816602960417
"1257",1,"UPD","2015-12-31",NA,NA,NA,NA,NA,5604210,21.47,21.47,NA,-8.34,0,-0.388448998602701
"1258",1,"UPG","2016-06-30",NA,NA,"Real Estate","REIT - Diversified",NA,15400,15.11,15.11,NA,6.07,-15.04,-0.593646591661152
"1259",1,"URI","2015-12-31",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,5380,46.63,40.48,6.15,-15.14,NA,NA
"1260",1,"USR","2015-12-31",NA,NA,"Real Estate","REIT - Residential",NA,6320,22.31,13.49,8.81,0.86,-0.3,0.0251008516360377
"1261",1,"UUL","2016-06-30",NA,NA,NA,NA,NA,770,4.46,3.51,0.95,-0.42,0,-0.0941704035874439
"1262",1,"VAR","2015-06-30",NA,NA,NA,NA,NA,3620,5.79,5.79,NA,-1.93,0,-0.333333333333333
"1263",1,"VEC","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,1080,-4.24,-5.91,1.67,-10.36,0,2.44339622641509
"1264",1,"VGR","2016-06-30",NA,NA,NA,NA,NA,0,-0.13,-0.13,0.03,-0.22,0,1.69230769230769
"1265",1,"VIC","2015-06-30",NA,NA,NA,NA,NA,70,-0.37,-1.09,0.47,-4.11,0,11.1081081081081
"1266",1,"VIG","2016-06-30",NA,NA,NA,NA,NA,51960,9.2,9.2,NA,0.03,-291,-31.6271739130435
"1267",1,"VII","2015-12-31",NA,NA,"Basic Materials","Steel",NA,29880,107.5,54.68,58.61,9.87,-0.4,0.0880930232558139
"1268",1,"VIP","2016-06-30",NA,NA,"Consumer Cyclical","Rubber & Plastics",NA,26110,8.98,6.59,2.39,-0.05,0,-0.00556792873051225
"1269",1,"VIT","2015-03-31",NA,NA,NA,NA,NA,292200,173.7,133.9,39.8,0,0,0
"1270",1,"VKA","2016-06-30",NA,NA,"Basic Materials","Gold",NA,7280,5.23,4.49,NA,-0.79,0,-0.151051625239006
"1271",1,"VLA","2016-06-30",NA,NA,"Healthcare","Biotechnology",NA,184680,50.33,50.33,NA,-9.07,0,-0.18021060997417
"1272",1,"VLT","2016-06-30",NA,NA,NA,NA,NA,11300,0,0,NA,-2.27,0,-Inf
"1273",1,"VLW","2016-06-30",NA,NA,"Real Estate","Real Estate Services",NA,251580,365.47,236.88,128.59,33.71,-19.86,0.0378964073658577
"1274",1,"VMC","2016-06-30",NA,NA,NA,NA,NA,8690,2.25,2.25,NA,-0.92,0,-0.408888888888889
"1275",1,"VMG","2016-06-30",NA,NA,"Industrials","Engineering & Construction",NA,15200,3.05,3.05,4.42,-5.42,0,-1.77704918032787
"1276",1,"VMS","2015-06-30",NA,NA,"Basic Materials","Copper",NA,8910,5.92,5.92,0.01,-2.53,0,-0.427364864864865
"1277",1,"VMT","2015-12-31",NA,NA,"Consumer Cyclical","Recreational Vehicles",NA,18710,36.2,34.1,2.11,-0.75,0,-0.0207182320441989
"1278",1,"VMX","2016-06-30",NA,NA,NA,NA,NA,8590,21.47,15.57,6.89,0.19,-0.41,-0.0102468560782487
"1279",1,"VOC","2016-06-30",NA,NA,NA,NA,NA,2207390,3999.86,3174.29,886.11,64.25,-50.86,0.00334761716660083
"1280",1,"VPC","2016-06-30",NA,NA,NA,NA,NA,9410,6.12,6.12,NA,-4.66,0,-0.761437908496732
"1281",1,"VRI","2015-06-30",NA,NA,NA,NA,NA,0,2.13,2.13,NA,-1.69,0,-0.793427230046948
"1282",1,"VRX","2015-06-30",NA,NA,NA,NA,NA,2010,13.17,13.17,NA,-0.86,0,-0.0652999240698557
"1283",1,"VSC","2015-12-31",NA,NA,NA,NA,NA,81240,25.64,22.88,2.81,4.39,-1.95,0.0951638065522621
"1284",1,"VTG","2016-06-30",NA,NA,NA,NA,NA,715990,83.77,67.99,15.79,35.37,-17.58,0.212367195893518
"1285",1,"VTM","2015-12-31",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,4170,0.65,0.65,NA,-1.92,0,-2.95384615384615
"1286",1,"VTR","2015-12-31",NA,NA,"Healthcare",NA,NA,0,0.42,-1.71,2.13,-4.07,NA,NA
"1287",1,"VXL","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,21060,12.39,12.21,0.22,-10.31,0,-0.832122679580307
"1288",1,"WAF","2015-06-30",NA,NA,"Basic Materials","Gold",NA,91900,3.14,-3.35,6.49,-7.69,NA,NA
"1289",1,"WAK","2016-06-30",NA,NA,NA,NA,NA,0,-0.06,-0.18,0.13,11.16,0,-186
"1290",1,"WAL","2015-06-30",NA,NA,NA,NA,NA,460,3.96,3.96,1850,-5.71,0,-1.44191919191919
"1291",1,"WAX","2015-06-30",NA,NA,"Financial Services","Asset Management",NA,227750,186.17,186.17,NA,19.46,-8.87,0.0568834935811355
"1292",1,"WBA","2016-06-30",NA,NA,"Consumer Defensive","Farm Products",NA,807370,805.42,416.86,393.9,-80.67,-3.5,-0.104504482133545
"1293",1,"WBC","2015-09-30",NA,NA,"Financial Services","Banks - Global",NA,95458890,237992,53915,184894,8012,-4340,0.0154290900534472
"1294",1,"WBT","2016-06-30",NA,NA,NA,NA,NA,3970,-0.25,-0.25,NA,-4.25,0,17
"1295",1,"WCB","2016-03-31",NA,NA,NA,NA,NA,408230,467.48,231.26,238.84,4.22,0,0.00902712415504407
"1296",1,"WCN","2016-06-30",NA,NA,"Basic Materials","Gold",NA,7920,3.19,3.19,NA,-3.38,0,-1.05956112852665
"1297",1,"WCP","2015-06-30",NA,NA,"Basic Materials","Copper",NA,15910,2.34,2.34,NA,-1.18,0,-0.504273504273504
"1298",1,"WEB","2016-06-30",NA,NA,"Consumer Cyclical","Lodging",NA,892600,207.06,151.56,55.49,22.22,-11.12,0.0536076499565343
"1299",1,"WEC","2015-06-30",NA,NA,"Basic Materials","Coal",NA,22980,107.95,101.34,NA,-27.84,0,-0.257897174617879
"1300",1,"WEL","2015-12-31",NA,NA,NA,NA,NA,19390,27.43,27.43,5394.2,-1.5,0,-0.0546846518410499
"1301",1,"WES","2016-06-30",NA,NA,"Consumer Defensive","Grocery Stores",NA,49097560,30252,22949,7303,407,-2270,-0.0615827052756843
"1302",1,"WFD","2015-12-31",NA,NA,"Real Estate","REIT - Retail",NA,20489960,19889.13,12728.99,7215.17,3180.26,-706.82,0.124361397406523
"1303",1,"WGL","2016-06-30",NA,NA,"Industrials","Infrastructure Operations",NA,29310,4.62,4.46,0.04,-7.73,0,-1.67316017316017
"1304",1,"WGO","2015-06-30",NA,NA,NA,NA,NA,3390,0.84,0.62,0.22,-1.84,0,-2.19047619047619
"1305",1,"WIN","2015-06-30",NA,NA,NA,NA,NA,14050,58.19,58.19,NA,-7.38,NA,NA
"1306",1,"WLD","2016-06-30",NA,NA,NA,NA,NA,93580,322.31,188.76,203.52,-23.32,0,-0.0723527039185877
"1307",1,"WLL","2016-06-30",NA,NA,"Industrials","Business Services",NA,202220,65.43,65.43,0.26,11.1,-8.23,0.0438636710988843
"1308",1,"WMK","2016-06-30",NA,NA,"Financial Services","Asset Management",NA,89020,198.7,92.15,106.55,10.62,-5.16,0.0274786109713135
"1309",1,"WNR","2016-06-30",NA,NA,"Consumer Cyclical","Apparel Stores",NA,13020,7.21,3.73,3.48,-4.27,0,-0.592233009708738
"1310",1,"WRG","2013-12-31",NA,NA,NA,NA,NA,420,-0.64,-5.3,4.66,-3.93,NA,NA
"1311",1,"WSA","2016-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,691950,434,434,0.32,-26.7,-9.34,-0.0830414746543779
"1312",1,"WSI","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,580,-9374,-9374,NA,2.6,0,-0.000277362918711329
"1313",1,"WTP","2016-06-30",NA,NA,"Industrials","Engineering & Construction",NA,162900,247.67,230.85,18.45,-21.36,0,-0.0862437921427706
"1314",1,"WVL","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,2950,1.17,1.17,NA,-0.28,0,-0.239316239316239
"1315",1,"WWI","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,11380,17.22,15.81,NA,-1.62,0,-0.0940766550522648
"1316",1,NA,"2015-12-31",NA,NA,"Energy","Oil & Gas E&P",NA,113050,32.42,21.49,10.93,-6.3,NA,NA
