"","X","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"955",1,"PPY","2016-06-30",NA,NA,NA,NA,NA,2140,-0.24,-0.58,0.34,-0.19,0,0.791666666666667
"956",1,"PRL","2015-06-30",NA,NA,NA,NA,NA,8300,10.3,10.3,0,-2.09,0,-0.202912621359223
"957",1,"PRO","2016-06-30",NA,NA,"Technology","Software - Application",NA,56570,17.68,17.48,NA,2.4,-2.69,-0.0164027149321267
"958",1,"PRR","2015-06-30",NA,NA,"Healthcare","Biotechnology",NA,62050,25.76,24.69,1.07,-32.15,NA,NA
"959",1,"PRT","2016-06-30",NA,NA,"Consumer Cyclical","Broadcasting - Radio",NA,97080,135.63,62.23,73.8,-93.58,-18.32,-0.825038708250387
"960",1,"PRU","2016-06-30",NA,NA,NA,NA,NA,320000,761.15,769.34,NA,-35.64,NA,NA
"961",1,"PRW","2013-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,0,7.7,7.13,0.6,-6.31,0,-0.819480519480519
"962",1,"PRY","2016-06-30",NA,NA,"Healthcare","Medical Care",NA,2101670,3324.3,2427.7,898.3,74.9,-64.4,0.00315855969677827
"963",1,"PSA","2015-12-31",NA,NA,NA,NA,NA,39530,32.57,32.57,NA,-14.52,0,-0.445809026711698
"964",1,"PSM","2016-06-30",NA,NA,NA,NA,NA,7610,1.35,1.35,NA,-1.04,0,-0.77037037037037
"965",1,"PSP","2015-06-30",NA,NA,"Basic Materials","Gold",NA,0,1.18,-1.96,0.78,-0.7,0,-0.593220338983051
"966",1,"PSQ","2016-06-30",NA,NA,NA,NA,NA,349580,43.12,42.97,0.15,9.9,-8.1,0.0417439703153989
"967",1,"PSY","2016-06-30",NA,NA,"Technology","Software - Application",NA,46060,3.53,3.53,NA,-4.88,0,-1.38243626062323
"968",1,"PSZ","2016-06-30",NA,NA,NA,NA,NA,21310,84.58,68.08,16.5,6.97,-3.32,0.0431544100260109
"969",1,"PTL","2016-06-30",NA,NA,"Consumer Defensive","Household & Personal Products",NA,82430,83.18,83.18,NA,5.63,-3.82,0.0217600384707862
"970",1,"PTM","2016-06-30",NA,NA,"Financial Services","Asset Management",NA,2992060,335.48,364.21,NA,199.87,-211.23,-0.0338619291761058
"971",1,"PUN","2015-06-30",NA,NA,"Basic Materials","Copper",NA,6150,2.98,2.62,0.36,0.7,0,0.23489932885906
"972",1,"PVA","2016-06-30",NA,NA,"Healthcare","Drug Manufacturers - Specialty & Generic",NA,135980,20.88,20.88,NA,-21.55,NA,NA
"973",1,"PWH","2015-06-30",NA,NA,NA,NA,NA,314000,0.03,0.03,923,0,0,0
"974",1,"PWW","2016-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,60,0.02,-0.08,0.1,-0.07,0,-3.5
"975",1,"PYC","2016-06-30",NA,NA,NA,NA,NA,32020,5.83,5.83,NA,-3.98,0,-0.682675814751286
"976",1,"PZC","2015-06-30",NA,NA,"Basic Materials","Coal",NA,1830,14,11.96,3.57,-1.01,0,-0.0721428571428571
"977",1,"QAN","2016-06-30",NA,NA,"Industrials","Airlines",NA,6759340,6648,3260,4862,1029,0,0.154783393501805
"978",1,"QBE","2015-12-31",NA,NA,"Financial Services","Insurance - Property & Casualty",NA,13068520,19208.87,14453.87,4830.28,940.32,-491.38,0.0233714945231031
"979",1,"QFX","2014-06-30",NA,NA,"Consumer Cyclical","Specialty Retail",NA,950,0.3,-10.64,10.94,-10.16,0,-33.8666666666667
"980",1,"QHL","2016-06-30",NA,NA,NA,NA,NA,52060,26.16,14.23,11.92,-5.79,0,-0.221330275229358
"981",1,"QMS","2016-06-30",NA,NA,NA,NA,NA,332410,188.88,171.26,17.84,13.42,0,0.0710504023718763
"982",1,"QNL","2014-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,0,-0.71,-2.72,2.01,-3.16,0,4.45070422535211
"983",1,"QRX","2016-06-30",NA,NA,"Healthcare","Drug Manufacturers - Specialty & Generic",NA,4600,1.11,1.04,NA,-1.76,0,-1.58558558558559
"984",1,"QSS","2016-06-30",NA,NA,NA,NA,NA,3620,14.89,3.32,11.57,2.78,0,0.186702484889187
"985",1,"QST","2016-06-30",NA,NA,NA,NA,NA,5210,4.54,4.54,NA,-0.7,0,-0.154185022026432
"986",1,"QTG","2016-06-30",NA,NA,"Technology","Software - Application",NA,1250,4.49,1.04,3.45,-3.45,0,-0.76837416481069
"987",1,"QTM","2016-06-30",NA,NA,"Consumer Cyclical","Home Furnishings & Fixtures",NA,23420,42.87,26.25,17.46,-0.64,0,-0.0149288546769303
"988",1,"QUB","2016-06-30",NA,NA,NA,NA,NA,2619690,2601.5,2037.3,673,92.5,-54.5,0.0146069575245051
"989",1,"QUE","2016-06-30",NA,NA,NA,NA,NA,1540,4.65,7.66,NA,-0.7,0,-0.150537634408602
"990",1,"R3D","2016-06-30",NA,NA,NA,NA,NA,6680,7.89,7.89,NA,-0.53,0,-0.0671736375158428
"991",1,"RAF","2015-12-31",NA,NA,NA,NA,NA,0,0.59,0.59,NA,-1.25,0,-2.11864406779661
"992",1,"RAW","2015-06-30",NA,NA,NA,NA,NA,4940,4.52,4.52,0,-0.57,0,-0.126106194690265
"993",1,"RBX","2016-06-30",NA,NA,"Basic Materials","Gold",NA,2060,-0.08,-0.08,NA,-0.99,0,12.375
"994",1,"RCG","2016-06-30",NA,NA,"Consumer Cyclical","Luxury Goods",NA,779700,354.44,306.29,50.01,29.92,-23.62,0.0177745175488094
"995",1,"RCO","2015-06-30",NA,NA,NA,NA,NA,11070,11.45,11.45,NA,-1.19,-0.79,-0.17292576419214
"996",1,"RCP","2015-06-30",NA,NA,"Basic Materials","Gold",NA,2340,2.46,2.45,0.02,-3.45,0,-1.40243902439024
"997",1,"RCR","2016-06-30",NA,NA,NA,NA,NA,382740,359.1,287.97,71.12,-16.19,-12.97,-0.081203007518797
"998",1,"RCT","2015-12-31",NA,NA,"Consumer Cyclical","Resorts & Casinos",NA,88150,15.17,13.47,1.7,7.48,-15.07,-0.500329597890574
"999",1,"RCU","2016-06-30",NA,NA,NA,NA,NA,530,19.08,1.87,17.21,-2.49,0,-0.130503144654088
"1000",1,"RDF","2016-06-30",NA,NA,NA,NA,NA,47630,103.96,103.96,NA,-4.69,0,-0.0451135051943055
"1001",1,"RDG","2016-06-30",NA,NA,NA,NA,NA,20200,19.13,19.13,NA,5.68,0,0.296915838996341
"1002",1,"RDH","2016-06-30",NA,NA,"Consumer Defensive","Education & Training Services",NA,51440,12.71,12.71,0.21,0.33,0,0.025963808025177
"1003",1,"RDM","2016-06-30",NA,NA,NA,NA,NA,15730,2.7,2.7,NA,-1.5,0,-0.555555555555555
"1004",1,"RDS","2015-06-30",NA,NA,NA,NA,NA,1700,5.15,5.15,NA,-0.52,0,-0.100970873786408
"1005",1,"REA","2016-06-30",NA,NA,"Technology","Internet Content & Information",NA,7511690,1211.48,715.78,496.25,252.96,-101.07,0.125375573678476
"1006",1,"RED","2015-06-30",NA,NA,"Basic Materials","Gold",NA,88860,172.69,171.47,NA,-58.86,0,-0.340841971162198
"1007",1,"REF","2016-06-30",NA,NA,"Communication Services","Telecom Services",NA,9810,10.66,10.63,NA,1.56,-0.93,0.0590994371482176
"1008",1,"REH","2016-06-30",NA,NA,NA,NA,NA,4454110,1186.03,1041.03,145,192.22,-78.68,0.0957311366491573
"1009",1,"RES","2016-06-30",NA,NA,NA,NA,NA,57140,162.07,122.45,39.62,-7.66,0,-0.0472635281051398
"1010",1,"REV","2016-06-30",NA,NA,NA,NA,NA,3850,4.13,3.89,0.24,-1.23,0,-0.297820823244552
"1011",1,"REX","2016-06-30",NA,NA,NA,NA,NA,163750,222.81,187.05,60.83,-9.56,0,-0.0429065122750325
"1012",1,"RFF","2016-06-30",NA,NA,"Real Estate","REIT - Diversified",NA,262740,357.39,207.86,149.53,34.79,-13.05,0.060829905705252
"1013",1,"RFG","2016-06-30",NA,NA,NA,NA,NA,1204490,641.02,434.24,206.77,61.3,-31.46,0.0465508096471249
"1014",1,"RFL","2016-06-30",NA,NA,"Technology","Software - Application",NA,36540,66.25,58.49,7.76,-2.65,0,-0.04
"1015",1,"RFN","2016-06-30",NA,NA,NA,NA,NA,6700,3.44,3.44,NA,-9.07,0,-2.63662790697674
"1016",1,"RFT","2016-06-30",NA,NA,"Industrials","Diversified Industrials",NA,33360,3.68,3.65,0.03,1.23,0,0.334239130434783
"1017",1,"RGP","2016-06-30",NA,NA,"Consumer Defensive","Beverages - Soft Drinks",NA,7600,4.66,4.4,0.26,0.04,-0.11,-0.0150214592274678
"1018",1,"RGS","2016-06-30",NA,NA,"Healthcare","Biotechnology",NA,32380,4.78,4.78,NA,-3.57,0,-0.746861924686192
"1019",1,"RGU","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,1060,1.1,1.1,NA,-0.77,0,-0.7
"1020",1,"RHC","2016-06-30",NA,NA,"Healthcare","Medical Care",NA,15887030,4955.99,2046.06,3444.75,450.3,-234.7,0.0435029126370312
"1021",1,"RHI","2015-06-30",NA,NA,"Basic Materials","Steel",NA,19760,10.44,10.44,NA,-0.56,0,-0.053639846743295
"1022",1,"RHL","2015-09-30",NA,NA,"Industrials","Conglomerates",NA,238590,225.97,160,80.61,15.71,-25.05,-0.0413329202991548
"1023",1,"RHT","2016-06-30",NA,NA,"Healthcare","Medical Devices",NA,12070,4.03,4.03,NA,-0.38,0,-0.0942928039702233
"1024",1,"RIC","2016-06-30",NA,NA,NA,NA,NA,395540,297.53,229.83,67.69,37.5,-16.71,0.0698753066917622
"1025",1,"RIE","2015-06-30",NA,NA,NA,NA,NA,2200,1.9,1.49,0.41,-0.79,0,-0.415789473684211
"1026",1,"RIO","2015-12-31",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,92056120,60973,44128,23624,-866,-4076,-0.0810522690371148
"1027",1,"RIS","2015-12-31",NA,NA,"Industrials","Shipping & Ports",NA,21380,19.37,19.37,NA,1.86,0,0.096024780588539
"1028",1,"RKN","2015-12-31",NA,NA,"Technology","Software - Application",NA,184670,83.82,33.92,49.9,14.58,-10.01,0.0545215938916726
"1029",1,"RLC","2015-06-30",NA,NA,NA,NA,NA,700,-0.09,-0.09,NA,-0.53,0,5.88888888888889
"1030",1,"RLE","2015-06-30",NA,NA,NA,NA,NA,14100,23.56,23.56,NA,3.97,0,0.168505942275042
"1031",1,"RMD","2016-06-30",NA,NA,"Healthcare","Medical Instruments & Supplies",NA,11738260,2869.83,1694.83,1175,352.41,-168.13,0.0642128627828129
"1032",1,"RMI","2015-06-30",NA,NA,"Basic Materials","Copper",NA,1410,13.7,11.82,1.88,-1.08,0,-0.0788321167883212
"1033",1,"RMP","2015-06-30",NA,NA,"Energy","Oil & Gas E&P",NA,5530,15.29,15.29,NA,-19.72,NA,NA
"1034",1,"RMR","2015-06-30",NA,NA,"Basic Materials","Copper",NA,660,9.03,6.19,NA,-0.47,0,-0.0520487264673311
"1035",1,"RMS","2016-06-30",NA,NA,"Basic Materials","Gold",NA,227200,127.59,127.59,NA,27.54,0,0.215847636962144
"1036",1,"RMT","2015-12-31",NA,NA,NA,NA,NA,12780,0.16,-0.28,0.44,-0.62,0,-3.875
"1037",1,"RND","2015-06-30",NA,NA,NA,NA,NA,169850,51.47,51.47,NA,6.14,0,0.119292791917622
"1038",1,"RNI","2016-06-30",NA,NA,NA,NA,NA,12040,12.53,12.37,0.16,-6.26,0,-0.499600957701516
"1039",1,"RNL","2016-06-30",NA,NA,"Technology","Software - Infrastructure",NA,7510,3.26,3.26,NA,-4.29,0,-1.3159509202454
"1040",1,"RNO","2016-06-30",NA,NA,NA,NA,NA,11460,7.12,7.12,NA,-6,0,-0.842696629213483
"1041",1,"RNY","2015-12-31",NA,NA,"Real Estate","REIT - Office",NA,28980,92.32,92.32,NA,-66.21,0,-0.717179376083189
"1042",1,"ROG","2015-12-31",NA,NA,"Energy","Oil & Gas E&P",NA,3710,2.62,4.64,0.11,-2,0,-0.763358778625954
"1043",1,"RPG","2016-06-30",NA,NA,"Real Estate","Real Estate - General",NA,6840,5.26,1.56,3.7,0.06,0,0.0114068441064639
"1044",1,"RRP","2015-12-31",NA,NA,"Basic Materials","Aluminum",NA,96650,14.36,13.5,1.17,-3.07,0,-0.213788300835655
"1045",1,"RRS","2015-06-30",NA,NA,"Energy","Oil & Gas E&P",NA,40760,102.54,95.02,7.52,-30.28,NA,NA
"1046",1,"RSG","2016-06-30",NA,NA,NA,NA,NA,1411930,422.84,350.4,26.68,181.71,0,0.429737016365528
"1047",1,"RSH","2016-06-30",NA,NA,"Healthcare","Medical Devices",NA,19430,4.04,4.04,NA,-4.01,0,-0.992574257425743
"1048",1,"RTG","2015-12-31",NA,NA,NA,NA,NA,69140,93.06,93.06,NA,-9.24,NA,NA
"1049",1,"RTR","2015-06-30",NA,NA,NA,NA,NA,2560,6.09,6.09,NA,-1.96,0,-0.32183908045977
"1050",1,"RUB","2016-06-30",NA,NA,"Industrials","Staffing & Outsourcing Services",NA,12530,3.62,-7.69,11.63,-7.47,-0.48,-2.19613259668508
"1051",1,"RUM","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,9400,47.18,47.18,NA,-1.92,0,-0.0406952098346757
"1052",1,"RVA","2015-12-31",NA,NA,"Healthcare","Medical Devices",NA,450850,-5.2,-80.56,75.37,-82.59,NA,NA
"1053",1,"RVY","2015-06-30",NA,NA,NA,NA,NA,7610,15.33,15.33,NA,-1.53,0,-0.0998043052837573
"1054",1,"RWD","2015-12-31",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,52000,28.94,28.94,NA,0.23,0,0.00794747753973739
"1055",1,"RWH","2016-06-30",NA,NA,"Consumer Cyclical","Packaging & Containers",NA,138120,258.62,156.97,101.64,7.87,-8.03,-0.000618668316448841
"1056",1,"RXH","2016-06-30",NA,NA,NA,NA,NA,6440,0.47,0.47,NA,-4.52,0,-9.61702127659574
"1057",1,"RXL","2015-06-30",NA,NA,"Basic Materials","Gold",NA,13460,4.42,4.42,NA,-6.24,0,-1.41176470588235
"1058",1,"RXM","2016-06-30",NA,NA,NA,NA,NA,12350,26.02,26.02,NA,-5.06,0,-0.194465795541891
"1059",1,"RXP","2016-06-30",NA,NA,"Industrials","Business Services",NA,107780,111.39,96.43,14.97,10.62,-3.12,0.067330999192028
"1060",1,"RYD","2016-06-30",NA,NA,NA,NA,NA,28020,36.17,36.17,NA,0.08,0,0.00221177771633951
"1061",1,"S2R","2014-12-31",NA,NA,NA,NA,NA,116850,24.38,25.07,NA,0,0,0
"1062",1,"S32","2016-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,12884080,9734,9422,913,-1615,NA,NA
"1063",1,"SAM","2016-06-30",NA,NA,NA,NA,NA,560,116.91,0.4,116.51,0.35,0,0.00299375588059191
"1064",1,"SAR","2016-06-30",NA,NA,"Basic Materials","Gold",NA,1153380,260.72,260.72,3.73,25.89,0,0.0993019331083154
"1065",1,"SAS","2016-06-30",NA,NA,NA,NA,NA,11180,4,4,NA,-5.76,0,-1.44
"1066",1,"SAY","2015-06-30",NA,NA,NA,NA,NA,2340,0.13,-0.36,0.48,0.28,0,2.15384615384615
"1067",1,"SBB","2015-12-31",NA,NA,NA,NA,NA,10380,62.95,62.95,NA,3.89,0,0.0617950754567117
"1068",1,"SBI","2016-06-30",NA,NA,NA,NA,NA,5850,-30.65,-33,2.36,-8.35,0,0.272430668841762
"1069",1,"SBR","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,2940,27.06,27.06,NA,-0.59,0,-0.0218033998521803
"1070",1,"SBU","2015-06-30",NA,NA,NA,NA,NA,1790,3.61,3.6,1378,-0.61,0,-0.168975069252078
"1071",1,"SCG","2015-12-31",NA,NA,"Real Estate","REIT - Retail",NA,25442540,29897.9,17906.2,12297.6,2707.8,-1109.1,0.0534719829820824
"1072",1,"SDF","2016-06-30",NA,NA,"Financial Services","Insurance Brokers",NA,1687890,1061.9,898.14,201.91,73.48,-38.53,0.032912703644411
"1073",1,"SDG","2016-06-30",NA,NA,"Real Estate","Real Estate - General",NA,262300,557.72,356.42,201.31,31.53,-4.98,0.0476045327404432
"1074",1,"SDI","2016-06-30",NA,NA,NA,NA,NA,108170,69.1,63.78,5.73,7.57,-2.14,0.0785817655571635
"1075",1,"SDL","2015-06-30",NA,NA,NA,NA,NA,9280,258.28,160.7,84.69,-72.41,0,-0.280354653864024
"1076",1,"SEA",NA,NA,NA,NA,NA,NA,80770,687.41,530.37,157.04,18.68,0,0.0271744664756114
"1077",1,"SEH","2015-12-31",NA,NA,NA,NA,NA,165940,222.26,209.38,12.88,-17.84,0,-0.0802663547196977
"1078",1,"SEN","2016-06-30",NA,NA,NA,NA,NA,115410,18.51,18.53,NA,5.22,0,0.282009724473258
"1079",1,"SEQ","2016-06-30",NA,NA,NA,NA,NA,8960,11.29,9.3,2.06,0.32,0,0.0283436669619132
"1080",1,"SER","2016-06-30",NA,NA,NA,NA,NA,4180,0.76,0.76,NA,-5.55,0,-7.30263157894737
"1081",1,"SFC","2016-06-30",NA,NA,"Consumer Cyclical","Auto Parts",NA,74230,135.95,79.19,65.31,5.68,-3.5,0.0160353070981979
"1082",1,"SFH","2016-06-30",NA,NA,NA,NA,NA,102850,87.87,55.62,32.25,-2.19,0,-0.0249231819733697
"1083",1,"SFI","2015-12-31",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,38440,13.63,13.63,NA,-7.99,0,-0.586206896551724
"1084",1,"SFL","2016-06-30",NA,NA,NA,NA,NA,24260,16.84,16.84,NA,1.67,-1.07,0.0356294536817102
"1085",1,"SFR","2016-06-30",NA,NA,NA,NA,NA,843540,429.2,383.61,51.86,47.98,-19.06,0.067381174277726
"1086",1,"SFX","2015-06-30",NA,NA,NA,NA,NA,81920,30.67,30.67,NA,0.64,NA,NA
"1087",1,"SGF","2016-06-30",NA,NA,NA,NA,NA,1078850,347.83,201.22,146.61,46.98,-28,0.0545668861225311
"1088",1,"SGH","2016-06-30",NA,NA,"Consumer Cyclical","Personal Services",NA,133720,1061.32,305.1,764.78,-1017.31,-17.06,-0.974607093053933
"1089",1,"SGM","2015-06-30",NA,NA,"Basic Materials","Steel",NA,1911910,2114.9,2112.8,2.1,109.9,-53.2,0.0268097782401059
"1090",1,"SGQ","2016-06-30",NA,NA,NA,NA,NA,21190,0.96,0.96,NA,-6.14,0,-6.39583333333333
"1091",1,"SGR","2016-06-30",NA,NA,NA,NA,NA,4970550,3961.2,3147.7,813.5,194.4,-94.9,0.0251186509138645
"1092",1,"SGU","2015-12-31",NA,NA,"Consumer Defensive","Education & Training Services",NA,22830,7.41,3.15,4.27,-6.61,0,-0.892037786774629
"1093",1,"SGZ","2016-06-30",NA,NA,"Basic Materials","Gold",NA,12740,16.74,15.62,1.12,-1.51,NA,NA
"1094",1,"SHJ","2016-06-30",NA,NA,"Consumer Cyclical","Personal Services",NA,229230,233.81,189.77,47.94,14.82,-3.01,0.0505110987553997
"1095",1,"SHK","2015-06-30",NA,NA,"Basic Materials","Gold",NA,2810,8.42,-21.03,29.48,-5.21,0,-0.618764845605701
"1096",1,"SHM","2015-12-31",NA,NA,NA,NA,NA,93150,58.13,47.7,10.43,7.12,0,0.122484087390332
"1097",1,"SHU","2016-06-30",NA,NA,"Consumer Cyclical","Textile Manufacturing",NA,44050,141.01,102.65,38.37,6.2,-5.58,0.00439685128714276
"1098",1,"SHV","2016-06-30",NA,NA,"Consumer Defensive","Farm Products",NA,426590,317.79,290.9,68.7,33.8,-31.9,0.00597879102551999
"1099",1,"SIE","2015-12-31",NA,NA,"Healthcare","Biotechnology",NA,8280,23.46,-78.55,102.01,1.74,0,0.0741687979539642
"1100",1,"SIO","2016-06-30",NA,NA,NA,NA,NA,63140,3.68,-3.33,11.29,-14.89,-8.03,-6.22826086956522
"1101",1,"SIP","2016-01-31",NA,NA,"Healthcare","Medical Distribution",NA,1385610,626.21,553.65,74.05,50.5,-51.3,-0.00127752670829274
"1102",1,"SIT","2016-06-30",NA,NA,"Consumer Defensive","Education & Training Services",NA,86700,54.8,49.35,5.61,9.4,0,0.171532846715328
"1103",1,"SIV","2016-06-30",NA,NA,"Industrials","Rental & Leasing Services",NA,350190,417.76,129.24,288.99,22.36,-10.88,0.0274798927613941
"1104",1,"SIX","2016-06-30",NA,NA,NA,NA,NA,25830,2.61,-0.05,2.66,-3.23,0,-1.23754789272031
"1105",1,"SKB","2016-06-30",NA,NA,NA,NA,NA,196280,73.08,70.05,10.35,7.16,-2.94,0.0577449370552819
"1106",1,"SKF","2016-06-30",NA,NA,"Communication Services","Telecom Services",NA,10600,6.22,6.22,NA,-5.42,0,-0.871382636655949
"1107",1,"SKI","2015-12-31",NA,NA,NA,NA,NA,3482330,3481.19,2156.36,1324.84,88.02,-172.3,-0.024210112059382
"1108",1,"SKS","2016-06-30",NA,NA,"Industrials","Diversified Industrials",NA,11660,2.05,-1.14,3.58,0.05,0,0.024390243902439
"1109",1,"SLC","2016-06-30",NA,NA,NA,NA,NA,322940,119.74,119.74,NA,-7.16,0,-0.0597962251545014
"1110",1,"SLK","2016-06-30",NA,NA,"Consumer Cyclical","Leisure",NA,426300,200.43,136.96,69.38,22.35,-7.62,0.073491992216734
"1111",1,"SLM","2016-06-30",NA,NA,"Industrials","Business Services",NA,77490,115.52,97.92,28.26,-8.03,-3.22,-0.0973857340720222
"1112",1,"SLX","2016-06-30",NA,NA,"Technology","Semiconductors",NA,36400,53.75,53.75,NA,-3.4,0,-0.0632558139534884
"1113",1,"SMA","2016-06-30",NA,NA,NA,NA,NA,72980,3.54,3.54,NA,-2.81,0,-0.793785310734463
"1114",1,"SMC","2015-12-31",NA,NA,NA,NA,NA,18970,21.74,21.73,NA,-0.76,0,-0.0349586016559338
"1115",1,"SMD","2016-06-30",NA,NA,NA,NA,NA,9610,5.69,5.69,NA,-7.08,0,-1.24428822495606
"1116",1,"SMI","2016-06-30",NA,NA,NA,NA,NA,11360,6.42,6.42,NA,-2.52,0,-0.392523364485981
"1117",1,"SMM","2015-06-30",NA,NA,"Basic Materials","Copper",NA,22890,49.57,49.57,NA,-0.21,0,-0.00423643332660884
"1118",1,"SMR","2016-06-30",NA,NA,NA,NA,NA,121260,39.09,39.09,NA,-19.75,0,-0.505244308007163
"1119",1,"SMX","2016-06-30",NA,NA,NA,NA,NA,112270,141.37,129.37,13.09,9.69,-11.36,-0.0118129730494447
"1120",1,"SNC","2016-06-30",NA,NA,NA,NA,NA,37540,41.83,41.83,NA,2.21,-2.02,0.00454219459717906
"1121",1,"SNL","2016-06-30",NA,NA,NA,NA,NA,164680,35.83,28.64,7.19,4.84,-3.67,0.032654200390734
"1122",1,"SNV","2015-06-30",NA,NA,NA,NA,NA,630,1.35,1.37,NA,-0.52,0,-0.385185185185185
"1123",1,"SO4","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,16550,6.01,6.01,NA,-1.16,NA,NA
"1124",1,"SOC","2015-12-31",NA,NA,NA,NA,NA,2540,3.06,3.59,NA,-1.44,0,-0.470588235294118
"1125",1,"SOL","2015-07-31",NA,NA,NA,NA,NA,3770480,3073.9,3774.44,47.45,83.33,-151.2,-0.0220794430527994
"1126",1,"SOR","2016-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,25610,7.15,7.15,NA,-1.64,0,-0.229370629370629
"1127",1,"SPI","2016-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,2690,1.94,1.94,NA,-4.29,0,-2.21134020618557
"1128",1,"SPL","2016-06-30",NA,NA,NA,NA,NA,222550,49.42,49.42,0.02,-22.68,0,-0.458923512747875
"1129",1,"SPO","2016-06-30",NA,NA,NA,NA,NA,1142220,1659.1,827.3,844.1,122.2,-98.8,0.0141040323066723
"1130",1,"SPX","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,1430,1.6,1.6,NA,-4.61,0,-2.88125
"1131",1,"SPZ","2016-06-30",NA,NA,"Technology","Software - Application",NA,85890,12.79,12.79,7208,-1.53,0,-0.119624706802189
"1132",1,"SRF","2016-06-30",NA,NA,NA,NA,NA,52220,48.8,48.8,NA,-155.36,0,-3.18360655737705
"1133",1,"SRH","2016-06-30",NA,NA,NA,NA,NA,4730,9.13,6.64,2.94,-0.12,0,-0.0131434830230011
"1134",1,"SRK","2016-06-30",NA,NA,"Basic Materials","Steel",NA,6690,6.97,6.97,NA,-0.63,0,-0.0903873744619799
"1135",1,"SRR","2015-06-30",NA,NA,NA,NA,NA,8140,8.52,0.83,7.64,-3.4,0,-0.39906103286385
"1136",1,"SRS","2016-06-30",NA,NA,"Basic Materials","Paper & Paper Products",NA,15960,-110.19,139.75,4.89,5.3,0,-0.0480987385425175
"1137",1,"SRV","2016-06-30",NA,NA,NA,NA,NA,774660,262.6,261.02,1.58,39.72,-21.66,0.0687738004569688
"1138",1,"SRY","2016-06-30",NA,NA,NA,NA,NA,7130,8.83,7.51,1.63,1.4,0,0.158550396375991
"1139",1,"SRZ","2016-06-30",NA,NA,"Basic Materials","Copper",NA,13510,17.48,17.48,NA,2332,0,133.409610983982
"1140",1,"SSL","2015-09-30",NA,NA,"Real Estate","Real Estate Services",NA,36990,59.31,59.07,0.19,-0.23,-0.21,-0.00741864778283595
"1141",1,"SSM","2016-06-30",NA,NA,"Industrials","Engineering & Construction",NA,396130,185.35,185.35,NA,19.98,-7.72,0.0661451308335581
"1142",1,"SSN","2015-06-30",NA,NA,"Energy","Oil & Gas E&P",NA,14190,35.37,16.67,18.7,-36.62,NA,NA
"1143",1,"ST1","2016-06-30",NA,NA,NA,NA,NA,12400,5.48,3.41,2.21,-2.14,0,-0.390510948905109
"1144",1,"STL","2016-06-30",NA,NA,NA,NA,NA,11820,15.83,15.83,0.21,-1.4,0,-0.0884396715097915
"1145",1,"STO","2014-12-31",NA,NA,"Energy","Oil & Gas E&P",NA,3482270,17641,9413,8252,-935,-196,-0.0641120117907148
"1146",1,"STX","2016-06-30",NA,NA,NA,NA,NA,84760,51.48,41.62,9.87,4.33,0,0.0841103341103341
"1147",1,"SUD","2016-06-30",NA,NA,NA,NA,NA,23930,18.39,16.66,1.73,-2.23,0,-0.12126155519304
"1148",1,"SUH","2013-06-30",NA,NA,NA,NA,NA,5830,31.16,31.16,NA,-7.19,NA,NA
"1149",1,"SUM","2015-12-31",NA,NA,NA,NA,NA,19280,68.75,11.22,59.18,-61.94,0,-0.900945454545454
"1150",1,"SVA","2016-06-30",NA,NA,"Healthcare","Medical Devices",NA,15370,7.65,7.65,NA,-11.46,NA,NA
"1151",1,"SVL","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,3900,5.02,4.73,0.29,-1.27,0,-0.252988047808765
"1152",1,"SVS","2016-06-30",NA,NA,"Financial Services","Asset Management",NA,3160,6.75,6.75,NA,3.15,0,0.466666666666667
"1153",1,"SVW","2016-06-30",NA,NA,"Industrials","Conglomerates",NA,2419880,3960.5,2667.2,1734.3,196.8,-141.5,0.0139628834743088
"1154",1,"SVY","2016-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,18830,4.52,4.52,NA,-3,0,-0.663716814159292
"1155",1,"SW1","2016-06-30",NA,NA,NA,NA,NA,6130,8.15,5.34,2.81,-5.25,0,-0.644171779141104
"1156",1,"SWE","2015-12-31",NA,NA,"Energy","Oil & Gas E&P",NA,5860,3.57,1.29,NA,-0.51,0,-0.142857142857143
"1157",1,"SWK","2016-06-30",NA,NA,"Industrials","Engineering & Construction",NA,58330,107.63,90.03,20.12,-2.81,0,-0.026107962463997
