"","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1","QTM",2016-06-30,NA,NA,"Consumer Cyclical","Home Furnishings & Fixtures",NA,23420,42.87,26.25,17.46,-0.64,0,-0.0149288546769303
