"","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1","POZ",2016-06-30,NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,5320,6.44,6.44,NA,-0.92,0,-0.142857142857143
