"","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1","PNC",2016-06-30,NA,NA,"Financial Services","Credit Services",NA,85390,117,64.76,53.41,9.45,-4.74,0.0402564102564102
