"","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1","SXA",2015-06-30,NA,NA,"Energy","Oil & Gas E&P",NA,3040,8.29,8.29,NA,-18.45,NA,NA
