"","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1","DVI",2016-06-30,NA,NA,"Consumer Cyclical","Department Stores",NA,9250,3.62,3.64,NA,-2.3,0,-0.635359116022099
