"","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1","CUE",2016-06-30,NA,NA,"Energy","Oil & Gas E&P",NA,45380,43.21,42.59,NA,-86.83,0,-2.00948854431844
