"","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1","AVL",2016-06-30,NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,13730,17.66,17.66,NA,-1.29,0,-0.0730464326160815
