"","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1","BKW",2016-07-31,NA,NA,NA,NA,NA,2021970,2137.71,1838.49,299.22,78.19,-68.42,0.0045703112208859
