"","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1","RCP",2015-06-30,NA,NA,"Basic Materials","Gold",NA,2340,2.46,2.45,0.02,-3.45,0,-1.40243902439024
