"","ticker","date","variable","value"
"1","1AD","29 February 2016","Address","15/2 Park Drive  Bundoora, 3083"
"2","1AD","29 February 2016","City/Country:","Melbourne, Australia"
"3","1AD","29 February 2016","Company sector name:","Healthcare"
"4","1AD","29 February 2016","End of fiscal year:","29 February 2016"
"5","1AD","29 February 2016","Industry group name","Biotechnology"
"6","1AD","29 February 2016","Industry name:","Biotechnology"
"7","1AD","29 February 2016","Web address:","http://www.adalta.com.au"
"8","1AD","29 February 2016","1AD KEY FIGURES (at previous day's close)",NA
"9","1AD","29 February 2016","Assets Turnover","-"
"10","1AD","29 February 2016","Book-Value pS","-"
"11","1AD","29 February 2016","Cash Flow pS","-"
"12","1AD","29 February 2016","Cash pS","-"
"13","1AD","29 February 2016","Current Ratio","94.01"
"14","1AD","29 February 2016","Dividend pS (DPS)","-"
"15","1AD","29 February 2016","Dividend Yield","-"
"16","1AD","29 February 2016","Domestic Sales","-"
"17","1AD","29 February 2016","Earnings pS (EPS)","-"
"18","1AD","29 February 2016","EBITDA Margin","-"
"19","1AD","29 February 2016","Effective Tax Rate","-"
"20","1AD","29 February 2016","Foreign Sales","-"
"21","1AD","29 February 2016","Free Cash Flow pS","-"
"22","1AD","29 February 2016","Gross gearing","-"
"23","1AD","29 February 2016","Gross Profit Margin","-"
"24","1AD","29 February 2016","Interest Cover","-"
"25","1AD","29 February 2016","Latest Shares Outstanding","100.00"
"26","1AD","29 February 2016","Leverage Ratio (Assets/Equity)","1.01"
"27","1AD","29 February 2016","LT Debt/Total Capital","-"
"28","1AD","29 February 2016","Market Capitalisation","24.00"
"29","1AD","29 February 2016","Net Debt","-"
"30","1AD","29 February 2016","PE Ratio","-"
"31","1AD","29 February 2016","Pre-Tax Profit Margin","-"
"32","1AD","29 February 2016","Research & Devlopment (R&D) as ...","-"
"33","1AD","29 February 2016","Return on Assets (ROA)","0.00"
"34","1AD","29 February 2016","Return on Capital Invested (ROC...","0.00"
"35","1AD","29 February 2016","Return on Equity (ROE)","0.00"
"36","1AD","29 February 2016","Sales per Employee","-"
"37","1AD","29 February 2016","Selling, General & Adm/tive (SG...","-"
"38","1AD","29 February 2016","Spread","0.02"
"39","1AD","29 February 2016","Tangible Book-Value pS","-"
"40","1AD","29 February 2016","Total Debt/Equity (Gearing Rati...","-"
"41","1AD","29 February 2016","Working Capital pS","-"
"42","1AD","29 February 2016","Yesterday's Close","0.24"
"43","1AD","29 February 2016","1 Month","0.26"
"44","1AD","29 February 2016","1 Month","0.21"
"45","1AD","29 February 2016","1 Week","0.24"
"46","1AD","29 February 2016","1 Week","0.25"
"47","1AD","29 February 2016","1 Year","0.31"
"48","1AD","29 February 2016","3 Months","0.31"
"49","1AD","29 February 2016","3 Years","0.31"
"50","1AD","29 February 2016","5 Years","0.31"
"51","1AD","29 February 2016","6 Months","0.31"
