"","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1","KRS",2015-12-31,NA,NA,"Consumer Cyclical","Home Furnishings & Fixtures",NA,24040,34.81,18.33,16.48,-2.63,0,-0.0755530020109164
