"","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1","TOU",2016-06-30,NA,NA,"Energy","Oil & Gas E&P",NA,40570,48.2,48.2,NA,-3.07,NA,NA
