"","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1","ABL",2015-06-30,NA,NA,NA,NA,NA,1220,4.79,4.79,NA,-6.63,0,-1.38413361169102
