"","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1","AYZ",2016-06-30,NA,NA,NA,NA,NA,75590,75.68,75.68,NA,2.45,-2.59,-0.00184989429175475
