"","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1","TRY",2014-06-30,NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,64390,237.45,196.32,40.82,-59.07,-0.05,-0.248978732364708
