"","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1","APG",2016-06-30,NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,15970,35.86,35.67,0.19,1.26,0,0.0351366424986057
