"","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1","AKM",2015-06-30,NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,29540,43.36,36.83,6.53,-15.11,0,-0.348477859778598
