"","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1","SEH",2015-12-31,NA,NA,NA,NA,NA,165940,222.26,209.38,12.88,-17.84,0,-0.0802663547196977
