"","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1","QTG",2016-06-30,NA,NA,"Technology","Software - Application",NA,1250,4.49,1.04,3.45,-3.45,0,-0.76837416481069
